record_id,date,job_number,product_code,stage,work_centre,operator_id,operator_name,hours_worked,units_completed,units_scrapped,scrap_reason,notes,name,labour_rate,labour_cost,quantity_ordered,status,date_closed,flag_missing_operator,flag_has_scrap_no_reason,flag_post_close_labour
258,2026-07-09,JOB-1014,PRD-450,Finishing,WC-350,OP-104,"Osei, K.",5.34,7,1,Surface defect,,Finishing,0.0,0.0,16,Closed,2026-07-10,False,False,False
259,2026-07-09,JOB-1015,PRD-110,Casting,WC-200,OP-101,"Kowalski, D.",6.07,5,0,,,Casting,42.75,259.49,18,Open,,False,False,False
260,2026-07-10,JOB-1013,PRD-120,Finishing,WC-350,OP-104,"Osei, K.",6.63,8,1,Cracking,,Finishing,0.0,0.0,20,Open,,False,False,False
261,2026-07-10,JOB-1015,PRD-110,Casting,WC-200,OP-103,"Ferreira, M.",4.86,4,0,,,Casting,42.75,207.76,18,Open,,False,False,False
262,2026-07-13,JOB-1013,PRD-120,Finishing,WC-350,OP-104,"Osei, K.",5.16,7,0,,,Finishing,0.0,0.0,20,Open,,False,False,False
263,2026-07-13,JOB-1014,PRD-450,Casting,WC-200,OP-105,"Beaulieu, R.",6.5,0,0,,,Casting,42.75,277.88,16,Closed,2026-07-10,False,False,True
264,2026-07-13,JOB-1015,PRD-110,Curing,WC-300,OP-103,"Ferreira, M.",5.51,18,0,,,Curing,28.0,154.28,18,Open,,False,False,False
265,2026-07-14,JOB-1013,PRD-120,Finishing,WC-350,OP-102,"Nguyen, T.",2.95,4,0,,,Finishing,0.0,0.0,20,Open,,False,False,False
266,2026-07-14,JOB-1014,PRD-450,Finishing,WC-350,OP-104,"Osei, K.",5.0,0,0,,,Finishing,0.0,0.0,16,Closed,2026-07-10,False,False,True
267,2026-07-14,JOB-1015,PRD-110,Finishing,WC-350,OP-103,"Ferreira, M.",6.8,9,1,Cracking,,Finishing,0.0,0.0,18,Open,,False,False,False
268,2026-07-15,JOB-1015,PRD-110,Finishing,WC-350,OP-102,"Nguyen, T.",4.76,7,0,,,Finishing,0.0,0.0,18,Open,,False,False,False
269,2026-07-16,JOB-1015,PRD-110,Finishing,WC-350,OP-102,"Nguyen, T.",0.68,1,0,,,Finishing,0.0,0.0,18,Open,,False,False,False
